"Video Name","Channel ID","Views","Likes","Dislikes","Comments","Time of Uploading","Category"
"DELIVERY DAY - McLaren Senna XP Hypercar 1 of 6 in the World - Part 2","UCVy9EZuX7Vv8CuyWP7J8YBw",54809,6130,0,104,"2022-04-24T08:29:12Z","Autos & Vehicles"
"Parliament Monsoon Session LIVE | Delhi Ordinance Bill | Split In Congress | Pooja Dubey| Capital TV","UCGaOkbpMXx4j07kxQYpxFDA",59970,1874,0,79,"2023-08-01T04:30:06Z","News & Politics"
"ОГО ВИБУХ: МОСКВУ знову атакували безпілотники - ВІДЕО вибуху","UC0lnIB2qcArjFJPtq79WGZA",52057,1285,0,302,"2023-08-01T04:58:00Z","News & Politics"
"¡Con GOL de EDISON FLORES! U 3-0 Mannucci","UCPtY99QUy6x-CvsmoGEJfsQ",50581,2183,0,49,"2023-08-01T04:39:30Z","Sports"
"男にハグされてしまった美少女の反応 #shorts #Plottアニメ","UCo_nZN5yB0rmfoPBVjYRMmw",67137,3656,0,58,"2023-08-01T07:00:07Z","Film & Animation"
"Nuh Violence: 2 होमगार्ड की हत्या, 4 जिलों में स्कूल बंद, इंटरनेट पर रोक; हाई अलर्ट पर हरियाणा","UCmphdqZNmqL72WJ2uyiNw5w",48078,508,0,81,"2023-08-01T09:30:08Z","News & Politics"
"【天后李玟逝世】李玟二姐歌迷前強忍淚！姚謙緊擁她背著人群痛哭失聲  @newsebc","UCR3asjvr_WAaxwJYEDV_Bfw",51006,278,0,23,"2023-08-01T04:03:53Z","News & Politics"
"EDM TikTok Hay 2023 ♫ BXH Nhạc Trẻ Remix Hay Nhất Hiện Nay - Top 15 Bản EDM TikTok Mới Nhất 2023","UCL2dtWBeCSiXB0mxg3lHEgA",51864,0,0,35,"2023-07-31T23:01:31Z","Music"
"கண்ணெதிரே தோன்றினாள் | Kannedhirey Thondrinal Promo | Till 02nd August 2023 | Kalaignar TV","UC0SIHdEcfg4BsM8X5tixwHQ",45505,1033,0,22,"2023-08-01T05:28:47Z","Entertainment"
"&#39;নেতা বেঈমানি করে, কর্মী কখনো বেঈমানি করে না&#39; | Shamim Osman | Narayanganj | Channel 24","UCHLqIOMPk20w-6cFgkA90jw",41652,1026,0,306,"2023-08-01T08:30:00Z","News & Politics"
"Ziya, Kızlarına Söz Geçiremiyor! | Veda Mektubu 21. Bölüm","UCXSeEGRRDX2WXSeCMsnYcfA",43295,460,0,32,"2023-07-31T22:30:00Z","People & Blogs"
"強すぎ！完璧！なでしこジャパン、スペイン撃破!!!!｜女子W杯 グループC MD3 日本 vs スペイン レビュー","UC5SC8M_t0dS7jT732ixN8mw",45665,931,0,134,"2023-08-01T02:56:45Z","Sports"
"Bareskrim Kembali Panggil Panji Gumilang soal Dugaan Penistaan Agama","UCzl0OrB3-ehunyotIQvK77A",40791,312,0,322,"2023-08-01T03:28:33Z","News & Politics"
"¡Remontada increíble para quedarse con el triunfo este lunes en el Sin Palabras! | Venga La Alegría","UCA2DauS90sMNx9jqK3wiuFQ",36040,566,0,590,"2023-07-31T19:33:05Z","Entertainment"
"PM Modi Pune Visit: मंदिर में दर्शन, पवार के साथ मंच साझा, सुने पीएम मोदी का पूरा संबोधन | R Bharat","UC7wXt18f2iA3EDXeqAVuKng",35450,0,0,52,"2023-08-01T09:00:47Z","News & Politics"
"Nuh Violence: Who Provoked, Who Threw First Rock? Internet Suspended, Section 144 Imposed","UCYPvAwZP8pZhSMW8qs7cVCw",35730,92,0,74,"2023-08-01T05:47:21Z","News & Politics"
"Pakistani Seema Haider पर CM Yogi की दो टूक, लेंगे कोई एक्शन ? | Sachin Meena |  Latest Hindi News","UCMk9Tdc-d1BIcAFaSppiVkw",32582,284,0,26,"2023-08-01T02:12:53Z","News & Politics"
"شوفوا لما أكون حابة أدلل عائلتي 🤩كبسة السمك و زردة و كيك السمسم","UCoAFqg8GCC3l44hX2Fv02Cg",33589,2994,0,434,"2023-08-01T06:00:31Z","Education"
"【ロシア最新ニュース（8月1日）】モスクワで“ドローン攻撃”相次ぐ/プーチン大統領“海軍の日”に演説　など","UCuTAXTexrhetbOe3zgskJBQ",59821,353,0,173,"2023-08-01T05:07:37Z","News & Politics"
"🔴LIVE : கொடநாடு கொலை, கொள்ளை வழக்கு -  ஓபிஎஸ் பேச்சு | நேரலை காட்சிகள் | OPS","UC-JFyL0zDFOsPMpuWu39rPA",45140,537,0,122,"2023-08-01T06:46:58Z","News & Politics"
"Geo News Headlines 9 AM | 1st August 2023","UCSI18LsgS8_3rfyD98nVMbQ",32326,642,0,10,"2023-08-01T04:05:07Z","News & Politics"
"Pune PM Modi Convoy :पुण्यात पंतप्रधान मोदींचा ताफा पुरस्कारानिमित्त दाखल","UCH7nv1A9xIrAifZJNvt7cgA",36026,949,0,24,"2023-08-01T06:01:05Z","News & Politics"
"COMPREENDENDO OS PROPÓSITOS DE DEUS - Minuto com Deus de Hoje","UCudvBS4Uwo4HOQcEHnMsqLQ",29764,22635,0,5870,"2023-08-01T08:00:10Z","People & Blogs"
"【麥玉潔/蘇貞蓉 報新聞】謝典林退黨藍營&quot;骨牌效應&quot;?郭正亮爆內幕:還沒完呢｜陳吉仲&quot;升官&quot;接任農業部長 網路最新民調超震撼 20230801 @CtiNews","UCpu3bemTQwAU8PqM4kJdoEQ",21856,2600,0,34,"2023-08-01T01:07:20Z","News & Politics"
"💥Срочная новость! Центр Москвы снова атакован: &quot;взрывные&quot; кадры удара","UCKCVeAihEfJr-pGH7B73Wyg",33269,992,0,357,"2023-08-01T08:15:01Z","News & Politics"
"#1823. 신호없을때 80대20, 신호 있어도?? #shorts","UCH5U89kvHrVxxS80xpoOydw",25373,246,0,34,"2023-08-01T04:00:00Z","Autos & Vehicles"
"Kabasarnas Jadi Tersangka Dan Ditahan","UCzl0OrB3-ehunyotIQvK77A",20166,86,0,58,"2023-08-01T00:23:57Z","News & Politics"
"ชวนคิดชวนคุย 010866","UCygWbILDfBfPN6xR3mrHXHA",20819,854,0,75,"2023-08-01T05:40:05Z","Entertainment"
"First Training session in Orlando | Juventus On The Road","UCLzKhsxrExAC6yAdtZ-BOWw",19722,1797,0,101,"2023-08-01T06:00:09Z","Sports"
"Very Un-Crosby-like 😲 | Weird NHL #shorts","UCqFMzb-4AUf6WAIbl132QKA",17676,736,0,15,"2023-07-31T19:00:18Z","Sports"
"FIR aur Bhootni | BakLol Video","UCQfE97UMDGgKCFb7iGM8Btg",20687,832,0,95,"2023-08-01T05:30:09Z","Entertainment"
"外國人的暑假特好玩！俄羅斯夏令營必交男女朋友？法國鮮肉告白偶像小Ｓ：請帶我回家！【#小姐不熙娣】20230718 完整版 EP349 羅美玲 宋哥","UC-H0vfujGN6LDf8VW9YY2Eg",19812,195,0,6,"2023-08-01T05:00:29Z","Entertainment"
"Bốn tên trộm thản nhiên dỡ cổng nhà dân lấy trộm xe máy trong đêm ở Thủ Đức","UC47WI-kZXFf0H_f7pvaNCEQ",18734,171,0,0,"2023-08-01T09:00:06Z","News & Politics"
"&#39;বিএনপি আগের চেহারায় এসেছে&#39; | Mirza Fakhrul Islam Alamgir | Somoy TV","UCxHoBXkY88Tb8z1Ssj6CWsQ",16656,332,0,35,"2023-08-01T09:00:58Z","People & Blogs"
